EXPERIMENT, BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041661263, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041651726, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049920082, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047709942, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041711330, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041730404, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046098232, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048489571, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041780472, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041790009, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049369335, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047140121, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042970181, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042979717, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0044109821, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0044109821, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0048151016, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0051319599, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041851997, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041840076, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048158169, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046880245, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041410923, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041401386, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047409534, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049240589, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042409897, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042400360, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050089359, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047590733, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042221546, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042200089, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048480034, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046191216, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041677952, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041668415, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047490597, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049300194, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0043118000, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0043129921, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0044229031, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0044209957, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050899982, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047709942, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042037964, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042061806, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046770573, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048129559, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041699409, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041689873, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047099590, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048849583, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041561127, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041561127, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047879219, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050098896, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041821003, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041830540, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048880577, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046539307, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042629242, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042629242, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047230721, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049479008, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042250156, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042238235, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0044000149, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0043950081, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047700405, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050940514, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041968822, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041968822, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048038960, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046710968, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042510033, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042221546, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047090054, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048789978, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041360855, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041360855, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050010681, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047531128, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042178631, 
